page,fbid
UFCW Locals 175 & 633,126863344024860
UFV Continuing Education,1418722638350704
UGO Wallet,632305443488256
UJA Federation of Greater Toronto,111487792216051
UN Albinism - Ikponwosa Ero,109770019371918
UNAM Canada,119189328101923
UNB Alumni,90061459973
UNB Fredericton,7148382075
UNB Reds,132082880278383
UNB Reds Men's Hockey,987482504654420
UNB Saint John,150331168374700
UNB Student Union,79589339285
UNBC Continuing Studies,80906028111
UNBC Timberwolves,191341614250811
UNDERHER,100046904389503
UNEP Major Group of Children & Youth,112222748939221
UNHCR Canada,115835521825983
UNI Coopération financière,148108701225
UNICEF Canada,27234020592
UNICEF Canada FR,144941987247
UNION PAYSANNE,443010025581
UNIVERSE BOARDSHOP,156656202573
UNYA - Urban Native Youth Association,222794494999
UOMA Atlantic - Used Oil Management Association,1068346739881940
UON Visuals,1029594370446039
UOttawa Alumni - Diplômés UOttawa,128997640449681
"UPCI Ghana, West Africa",121899967820853
UPEI Athletics & Recreation,254036137959867
UPEISU,189389856005
UPSAHL,100057928066486
UQAC - Université du Québec à Chicoutimi,36466839406
UQAM | Université du Québec à Montréal,6438776730
UQAR - Université du Québec à Rimouski,20379688820
UQAT | Université du Québec en Abitibi-Témiscamingue,44233856930
UQO | Université du Québec en Outaouais,117865494462
UQTR - Service de la formation continue et de la formation hors campus,568920776543510
UQTR - Université du Québec à Trois-Rivières,146232818722883
UR Team,539695462729003
URBANIA,70366134138
URBANIA FR,198356263904030
URBANIA Musique,1822819254711223
USA Raelian Movement,1184013241616797
USA Rice Canada,751738564999606
USAC Inc.,2528522840512555
USS [UBIQUITOUS SYNERGY SEEKER],100044410177112
USW District 6,435403559866180
USW Local 480,579888662097071
USask Alumni,213908691965860
"UTM Travel, Dubai, UAE",171334612906971
UUBBUURRUU,424402344291284
UULawn Care and Landscaping,1640562529553970
UV Assurance / UV Insurance,349181248761153
UWC Syria,160220194034525
UWaterloo Life,229060630482889
UaruJoey,100044425839670
Ubersoca Cruise,866801530074033
Ubisoft Canada,97737872949
Ubisoft Montreal Playtest,120156548010253
Ubisoft Montréal,150793154942867
Ubisoft Music,326465097407134
Ubisoft Québec,6131422721
Ubisoft Saguenay,1970693329879369
Ubisoft Store,530431160798545
Ubisoft Éducation,364884024252911
Udo Erasmus,191907360848978
Uforia,100047169968931
Uganda Diaspora Eye,105057614641208
Uganda Leero,417311834985553
Ugh Oufwey,100050662201626
Ugly Duckling Nails Inc.,524717957593160
Uhhhhh 2009,440032116420407
"Ukraine-Kyiv Pavilion, Folklorama",204869369554952
Ukrainian Canadian Congress - Manitoba,122903067902358
Ukrainian Canadian Congress - Toronto Branch,200424090114451
Ukrainian Cultural Heritage Village,173239875647
Ukrainian Dance World,716622178371198
"Ukrainian Museum of Canada - National, Saskatoon",182001831814202
"Ukrainian Orthodox Church of All Saints, Saskatoon, SK",1427420954199954
Ukrainian Shumka Dancers,176914656312
Ukrainian World Congress - Свiтовий Конґрес Українців,130772870318563
Ukrainian Youth Association of Canada (CYM),164441216974716
Ukrainians in Toronto Online Community,664901200281872
Ulla-La Boutique,115073031907722
Ulnooweg Development Group Inc,1702736543280826
Ultimate Canada,114687681874807
Ultimate Dream Home,102671078228897
Ultimate Fitness Events,86549597390
Ultimate Grand Montréal,197391960281987
Ultimate Hockey Fan Cave,507643912728051
Ultimate Québec,146702642041583
Ultimate Security Leader Protection - Ultime Sécurité Leader Protection,101486897890232
Ultime Notizie a 5 Stelle,137576320205169
Ultra 94,179875255378102
Ultramar,142902909529638
Ultras Montréal 2002 (Supporters de l'Impact de Montréal),170349213545
Ulvesang,834468933247967
Um Anas Islamic Fashion & Book Store,207898189233815
Umami Shop Canada,118642065007141
Umbra,62185394376
Ummagma,378963962132733
Un MEME avec ça?,1222753381149430
Un P'tit Brin D'humour,2018942911458545
Un chef à la cabane,143278489160554
Un día triste.,108700977587944
Un zoo pas comme les autres,357239435046506
Un(e) bon(ne) ami(e) ne te laissera jamais tomber. ♥,170420649949
UnMarketing,97307875941
Una belga mexicana,1871039639805798
Unbounce,110013229029454
Unboxed Market,2140949506177044
Uncle Rob,100044509296306
Uncomfortable Revolution,315553435531998
Uncommon Sense Nation,101424274787906
Uncut Angling,251359501570905
Under Armour TransRockies Run,280321088700623
Under The Same Sun,183870941633786
Under the Influence,187107298048504
Undercover  Legends of Rock,494773000584529
Undiscovered Coast: History of Northern Vancouver Island,159561340918520
Une Pomme Par Jour,1639311706392498
Une autre histoire,470175909701358
Une dernière fois.,236414119809785
Une fille qui court / A Girl Running,250989871729729
Une forêt de possibilités,872525296221105
Une pensée positive par jour,122995510119
Unexitnow - Demand Emergency Referrendum,108583837347795
Unger's Market,138193216272239
Unghetto Mathieu,121613271352357
Unidos a PETRO contra la Corrupción,158395374892121
Unified MMA,115690618499720
Unifor 594,121514047951998
Unifor Canada,551408801597287
Uniform Developments,1454518838164043
Unify the West,113061040167516
UniglassPlus / Ziebart,118234638194889
Uniglobe Carefree Travel Group,75933739775
Uniglobe Phillips Travel Dawson Creek,105684879476258
Unigym Gatineau,141182782617075
Unimerce,100044367552022
Union Cannabis Co.,7633658311
Union Local 613,336163619801793
Union Pearson Express,808209359203442
Union Savings,1475415242707808
Union des artistes - UDA,232815816823263
Union des consommateurs,127521258913
Union étudiante du Québec - UEQ,1691044851165935
Uniprix,104999472863793
"Uniprix Luc Bourassa, Martin Halley, Matthieu Leduc",302401736574955
Uniprix Marc Dontigny,131885866912145
Uniprix Mathieu Janelle et Daniel Vermette - Pharmacie affiliée,652716868099273
Uniprix Saint-Georges - Pharmacie affiliée,133295990034759
Uniqlo Canada,100783600332082
Unique Garden Art & Gifts Vernon,111901588878240
Uniquities,263314546598
Unis TV,203600346431498
Unison Benevolent Fund,126676770732320
Unist'ot'en Camp,391471340927117
Unite Here! Local 40,129648666837
United Action for Justice,143580905693843
United Against Factory Farming,264991446953812
United Association Local 46,386383491405081
United Canadians Of Canada,904913406371908
United Conservationists,232043393473623
United Conservative Movement Of Canada,453123195019723
United Conservative Party Caucus,544846182381424
United Conservative Party of Alberta,155609655007428
United Firefighters of Winnipeg,1482070845446813
United Floors,133710700032968
United Floors,1443487372604246
United In Christ,365441966925749
United Irish Societies of Montreal,102884813130606
United Lumber Home Hardware & United Truss,159518527401429
United Nations Decade on Biodiversity,100720630005978
United Nurses of Alberta,83867983174
United South Africa Coalition-USAC,953252425039306
United Sport & Cycle,116816535005568
United Steelworkers - Syndicat des Métallos,124473247714491
United Steelworkers Local 1-417,635997246499188
United Trading Bamako,889777831361235
"United Way - Greater Moncton & SENB, Centraide - Grand Moncton & SENB",140096746004490
United Way Centraide Canada,119103581507920
United Way East Ontario - Centraide de l'Est de l'Ontario,35673670196
United Way Elgin Middlesex,220144425393963
United Way Greater Toronto,108587420188
United Way Newfoundland and Labrador,115863711962
United Way Niagara,440409462669140
United Way Oxford,36680758990
United Way Perth-Huron,219897401835
United Way Thompson Nicola Cariboo,125521737488460
United Way Windsor-Essex,187393611393876
United Way Winnipeg,32012222006
United Way of Brandon & District,121075737925372
United Way of Bruce Grey,188219792969
United Way of Calgary and Area,259763005703
United Way of Greater Victoria,177457502305029
"United Way of Kingston, Frontenac, Lennox & Addington",28668506193
United Way of Northeast Florida,92023896573
United Way of Northern British Columbia,93258686475
United Way of Saskatoon & Area,402319816555192
United Way of Sault Ste. Marie and Algoma District,172581389458207
United Way of the Lower Mainland,54259173057
"United Way serving Saint John, Kings and Charlotte",21724743048
"United Way/Centraide of Stormont, Dundas & Glengarry",209841445745076
United We Roll For Canada,331394454177970
Unitedethiopian,1730799290498727
Unitronic,111388812825
Unity Credit Union,199924013466494
Unity Fire & Rescue,1268254453205679
Unity Health Toronto,116986731666237
Unité 9,233273843452022
Universal Immigration,115040045220579
Universal Music Canada,55399846073
Universal Music Romania,286218354739584
Universal Pictures Canada,107655785980544
Universal Womens Network,632814720125229
Universe Loves You,159531181306030
Universidad VERITAS,300832441115
University Affairs / Affaires universitaires,357112594787
University College of the North,345539599541
University District,1536953483252019
University Drive Alliance Church,118779858175627
University Health Network,100703093313118
University Hospital Foundation,141165795919905
University Hospitals Kingston Foundation,198462250228355
University Magazine,820771208061360
University Students' Council of Western,153227864727516
University of Alberta,121380800676
University of Alberta Faculty of Science,140311329341104
University of Alberta Golden Bears and Pandas,147244388658895
University of Alberta Library,1502002103461578
University of Alberta: Studying in Canada,106783399352430
University of British Columbia,16761458703
University of Calgary,8333961820
University of Calgary Dinos,18541431942
University of Calgary Future Students,97582259854
University of Calgary Kinesiology,131929696884801
University of Calgary Students' Union,174825455862031
University of Calgary's Cumming School of Medicine,8440593815
University of Duhok - UoD,169220589807168
University of Guelph,6110984404
University of Guelph - School of Engineering,382681612180644
University of Guelph Alumni,451727994876809
"University of Guelph, Office of Graduate Studies",389897301033741
"University of King's College, Halifax",300102340040911
University of Lethbridge,111445292250382
University of Manitoba,10340165675
University of Manitoba - Alumni,5818093900
University of Manitoba Student,185460684851264
University of Manitoba Students' Union - UMSU,72963320224
University of New Brunswick,294859335392
University of New Brunswick College of Extended Learning,165646810896
University of Northern British Columbia,12457470118
University of Ottawa Heart Institute,107954531830
University of Prince Edward Island,16384323751
University of Regina,132592508832
University of Regina Cougars,100989753289554
University of Saskatchewan,31912359596
University of Toronto,6169515998
University of Toronto Alumni,322734661076565
University of Toronto Engineering,112391978796546
University of Toronto Mississauga,232404230310
University of Toronto Scarborough (UTSC),156788224389897
University of Toronto Student Life Programs & Services,259149090923022
University of Toronto Varsity Blues,90882506718
"University of Toronto, Graduate Students' Union  - UTGSU",219899674790800
University of Victoria,7996548092
University of Victoria Phoenix Theatre,133486040040658
University of Victoria Students' Society (UVSS),104517662941044
University of Waterloo,5802560757
University of Waterloo Faculty of Arts,42247978072
University of Waterloo Graduate Studies and Postdoctoral Affairs,1031695926861851
University of Windsor,7599746925
University of the Fraser Valley,34749659595
University of the Fraser Valley - UFV International,1567486100183896
Université Laval,187350531968
Université Saint-Paul /  Saint Paul University,143697609023948
Université Sainte-Anne,153086251442912
Université TÉLUQ,230158040437061
Université de Hearst,163539143665000
Université de Moncton,104063386364147
"Université de Moncton, campus de Shippagan",108939152096
Université de Montréal,14096350493
Université de Montréal - Futur étudiant,220694961312114
Université de Médecine Énergétique,141168235937410
Université de Sherbrooke,20139602048
Univision Canada,336963766342955
Unkle Adams,100044474048125
Unknown Error Films,799949223404754
Unleash The Archers,100044477467618
Unlimited Gifts and Things,101173672248
Unlimited Skate and Snow,21255623169
Unlimited Waifu Works,967022563329698
Unloaded Force,1878038762452491
Unmistakably You,134734653251041
Unnecessary automobile nose swaps.,111413540394283
UnoBand,325553037525622
Unofficial PMO India,1009759975762696
Unofficial: Melania Trump Style,1069576123117959
Unplanned Pregnancy Support Group,125355608156250
Unpointcinq,106365669977985
UnpublishedOttawa.com,464365136916065
Unreqvited,100044168062730
Unsinkable,770073246687633
Unslaved Podcast,1779967155608464
Unspeakable TV,1987017608201609
Unsplash,274126369394815
Unstoppable Mother,110153655727666
Unsubscribe Memes,1649096471876347
Unsung Hero,167203903976
Untoldtv,108920283980839
Unus Annus,101648858023959
Unusual Facts,279287795546442
Unusual Finds  Antique Mall,409723145750683
Unveiled,591831781175315
Unvirtuous Abbey,184277211606988
Unwavering Faith,1650223701912241
Unwindly,469076339869198
Unwrapped Life,1301807323163921
UofT HK Extradition Law Awareness Group 多大香港逃犯條例關注組,1060472794146767
Up 99.3,222072037845371
Up Here festival,1553476624929562
Up Here magazine,212491983079
Up North CBC,1451553261780099
UpTalk Podcast,1371289029674016
Upcycle That,213100068800710
Upkar Sandhu,100044350453211
Uplifted Life,1425382954423846
Uplifting Quotes Healing Hugs,269763203116876
Uppekha,195687984118550
Upper Bench Estate Winery,112175375565551
Upper Canada College,244350328943316
Upper Canada District School Board (UCDSB),352196565270
Upper Canada Mall,125927597420238
"Upper Canada Village -  Morrisburg, Ontario",100502250000481
Upper Credit Humane Society,182221358493384
Upper Grand District School Board,265106220175358
Upper James Pennzoil - 10 Minute Oil Change,1547331252233391
Upper Kingsclear Fire Department,810901322307250
Upper Regions,1591912507773423
Upper Room Mission Vernon,571037369727327
Upside of Maybe,221816554616184
Upstaging,283369985030083
Upstairs Cabaret,135862883096
Upstairs Jazz Bar & Grill,91429221991
Uptown Dawg,232570370095
Uptown Saint John,184689708550
Uptown Waterloo,782707955120802
Uptrennd,380754109354093
Uranium Music,192157954675482
Urban Adventures,116290805079563
Urban Barn,58754026948
Urban Cellars Moose Jaw,383215902414849
Urban Decay Cosmetics,925006677573365
Urban Fare,123822867695170
Urban Halifax,2609963372366449
Urban Planet,105328165233
Urban Poling / Nordic Walking Community,68391167038
Urban Science Brass Band,267701883599852
Urban Silks,438762919537372
Urban Society,401024653625487
Urban Survival Site,179144002120071
Urban Tactical,165591214431
Urban Tailz Adventures,185066862773
Urban Toronto,285140129813
Urban Vibes,424963414538582
